iata,icao,name,country,municipality,lat,lon,elevation
FXE,KFXE,Fort Lauderdale Executive Airport,US,Fort Lauderdale,26.1972999573,-80.1707000732,13
FYJ,ZYFY,Fuyuan Dongji Airport,CN,Fuyuan,48.197219,134.36298,
FYN,ZWFY,Fuyun Koktokay Airport,CN,Fuyun,46.804169,89.512006,3081
FYT,FTTY,Faya-Largeau Airport,TD,Faya-Largeau,17.917101,19.111099,771
FYU,PFYU,Fort Yukon Airport,US,Fort Yukon,66.571651,-145.249987,433
FYV,KFYV,Drake Field,US,Fayetteville,36.00510025024414,-94.17009735107422,1251
GAE,DTTG,Gabès Matmata International Airport,TN,Gabès,33.733691,9.91941,407
GAF,DTTF,Gafsa Ksar International Airport,TN,Gafsa,34.422001,8.8225,1060
GAJ,RJSC,Yamagata Airport,JP,Higashine,38.4119,140.371002,353
GAL,PAGA,Edward G. Pitka Sr Airport,US,Galena,64.736198,-156.936997,153
GAM,PAGM,Gambell Airport,US,Gambell,63.767694,-171.733303,27
GAN,VRMG,Gan International Airport,MV,Gan,-0.692975,73.152627,6
GAO,MUGT,Mariana Grajales Airport,CU,Guantánamo,20.0853,-75.158302,56
GAQ,GAGO,Gao International Airport,ML,Gao,16.248466,-0.005389,870
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,IN,Guwahati,26.106654,91.585226,162
GAX,FOGX,Gamba Airport,GA,Gamba,-2.785278,10.047222,30
GAY,VEGY,Gaya Airport,IN,Gaya,24.744301,84.951202,380
GBB,UBBQ,Gabala International Airport,AZ,Gabala,40.808617,47.725389,935
GBE,FBSK,Sir Seretse Khama International Airport,BW,Gaborone,-24.555201,25.9182,3299
GBI,VOGB,Kalaburagi Airport,IN,Kalaburagi,17.308154,76.965246,1571
GBJ,TFFM,Marie-Galante Airport,GP,Grand-Bourg,15.868925,-61.270087,16
GBT,OING,Gorgan Airport,IR,Gorgan,36.909400939899996,54.4012985229,-24
GBZ,NZGB,Great Barrier Aerodrome,NZ,Claris,-36.241402,175.472,20
GCC,KGCC,Northeast Wyoming Regional Airport,US,Gillette,44.3489,-105.539001,4365
GCH,OIAH,Gachsaran Airport,IR,Gachsaran,30.333869,50.833796,2414
GCI,EGJB,Guernsey Airport,GG,Saint Peter Port,49.435001,-2.60197,336
GCJ,FAGC,Grand Central Airport,ZA,Midrand,-25.986299514799995,28.1401004791,5325
GCK,KGCK,Garden City Regional Airport,US,Garden City,37.9275016785,-100.723999023,2891
GCM,MWCR,Owen Roberts International Airport,KY,George Town,19.292801,-81.357697,8
GCN,KGCN,Grand Canyon National Park Airport,US,Grand Canyon - Tusayan,35.9524,-112.147003,6609
GDB,VAGD,Gondia Airport,IN,Gondia,21.526817,80.290347,987
GDE,HAGO,Gode Airport,ET,Gode,5.93513011932,43.5786018372,834
GDL,MMGL,Guadalajara International Airport,MX,Guadalajara,20.523342,-103.310108,5016
GDN,EPGD,Gdańsk Lech Wałęsa Airport,PL,Gdańsk,54.377602,18.4662,489
GDO,SVGD,Guasdualito Airport,VE,Guasdualito,7.210834,-70.756386,427
GDQ,HAGN,Gondar Airport,ET,Azezo,12.5199,37.433998,6449
GDT,MBGT,JAGS McCartney International Airport,TC,Cockburn Town,21.4445,-71.142303,13
GDV,KGDV,Dawson Community Airport,US,Glendive,47.137658,-104.80691,2458
GDX,UHMM,Sokol Airport,RU,Magadan,59.9109992980957,150.72000122070312,574
GDZ,URKG,Gelendzhik Airport,RU,Gelendzhik,44.5820926295,38.0124807358,98
GEA,NWWM,Nouméa Magenta Airport,NC,Nouméa,-22.257706,166.472822,10
GEC,LCGK,Lefkoniko Airport / Geçitkale Air Base,CY,Lefkoniko (Geçitkale),35.23591,33.720088,146
GEG,KGEG,Spokane International Airport,US,Spokane,47.6199,-117.533997,2376
GEL,SBNM,Santo Ângelo Airport,BR,Santo Ângelo,-28.282503,-54.169623,1056
GEM,FGMY,President Obiang Nguema International Airport,GQ,Mengomeyén,1.676437,11.024904,2165
GEO,SYCJ,Cheddi Jagan International Airport,GY,Georgetown,6.49855,-58.254101,95
GER,MUNG,Rafael Cabrera Airport,CU,Nueva Gerona,21.834699630737305,-82.78379821777344,79
GES,RPMR,General Santos International Airport,PH,General Santos,6.057208,125.096243,505
GET,YGEL,Geraldton Airport,AU,Moonyoonooka,-28.796101,114.707001,121
GEV,ESNG,Gällivare Airport,SE,Gällivare,67.13240051269531,20.814599990844727,1027
GFF,YGTH,Griffith Airport,AU,Griffith,-34.2508010864,146.067001343,439
GFK,KGFK,Grand Forks International Airport,US,Grand Forks,47.949299,-97.176102,845
GFL,KGFL,Floyd Bennett Memorial Airport,US,Glens Falls,43.3412017822,-73.6102981567,328
GFN,YGFN,Clarence Valley Regional Airport,AU,Grafton,-29.754795,153.031234,110
GFR,LFRF,Granville Airport,FR,"Bréville-sur-Mer, Manche",48.883099,-1.56417,45
GFY,FYGF,Grootfontein Airport,NA,Grootfontein,-19.6022,18.1227,4636
GGF,SNYA,Almeirim Airport,BR,Almeirim,-1.479524,-52.578214,584
GGG,KGGG,East Texas Regional Airport,US,Longview,32.38399887084961,-94.71150207519531,365
GGJ,SSGY,Guaíra Airport,BR,Guaíra,-24.0811,-54.1917,889
GGR,HCGR,Garowe Airport,SO,Garowe,8.458474,48.568136,1465
GGS,SAWR,Gobernador Gregores Airport,AR,Gobernador Gregores,-48.7831,-70.150002,356
GGT,MYEF,Exuma International Airport,BS,Moss Town,23.562599,-75.877998,9
GGW,KGGW,Glasgow Valley County Airport Wokal Field,US,Glasgow,48.212502,-106.614998,2296
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,DZ,El Atteuf,32.384102,3.79411,1512
GHB,MYEM,Governor's Harbour Airport,BS,Governor's Harbour,25.2847,-76.331001,26
GHC,MYBG,Great Harbour Cay Airport,BS,Bullocks Harbour,25.7383,-77.840103,18
GHN,ZUGH,Guanghan Airport,CN,Deyang (Guanghan),30.9485,104.3296,1531
GHT,HLGT,Ghat Airport,LY,Ghat,25.145599,10.1426,2296
GHU,SAAG,Gualeguaychu Airport,AR,Gualeguaychu,-33.005567,-58.612833,75
GHV,LRBV,Brașov-Ghimbav International Airport,RO,Brașov (Ghimbav),45.70558,25.522871,1740
GIB,LXGB,Gibraltar Airport,GI,Gibraltar,36.151679,-5.34978,12
GIC,YBOI,Boigu Island Airport,AU,Boigu Island,-9.23278,142.218002,23
GID,HBBE,Gitega Airport,BI,Gitega,-3.417209,29.911308,5741
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,BR,Rio De Janeiro,-22.809999,-43.250557,28
GIL,OPGT,Gilgit Airport,PK,Gilgit,35.918800354003906,74.33360290527344,4796
GIR,SKGI,Santiago Vila Airport,CO,Girardot,4.27624,-74.7967,900
GIS,NZGS,Gisborne Airport,NZ,Gisborne,-38.6633,177.977997,15
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA,Jizan,16.9011,42.5858,20
GJA,MHNJ,La Laguna Airport,HN,Guanaja,16.4454,-85.906601,49
GJL,DAAV,Jijel Ferhat Abbas Airport,DZ,Tahir,36.794125,5.873652,36
GJM,SBGM,Guajará-Mirim Airport,BR,Guajará-Mirim,-10.78641,-65.28486,478
GJT,KGJT,Grand Junction Regional Airport,US,Grand Junction,39.126663,-108.529387,4858
GKA,AYGA,Goroka Airport,PG,Goronka,-6.081689834590001,145.391998291,5282
GKE,ETNG,Geilenkirchen Air Base,DE,Geilenkirchen,50.9608,6.04242,296
GKK,VRMO,Kooddoo Airport,MV,Huvadhu Atoll,0.7324,73.4336,29
GKN,PAGK,Gulkana Airport,US,Gulkana,62.155859,-145.454662,1586
GLA,EGPF,Glasgow Airport,GB,Glasgow,55.871899,-4.43306,26
GLD,KGLD,Goodland Municipal Airport,US,Goodland,39.370701,-101.699753,3656
GLF,MRGF,Golfito Airport,CR,Golfito,8.65401,-83.182198,49
GLH,KGLH,Mid Delta Regional Airport,US,Greenville,33.482899,-90.985603,131
GLI,YGLI,Glen Innes Airport,AU,Glen Innes,-29.676029,151.691156,3433
GLK,HCMR,Galcaio Airport,SO,Galcaio,6.78082990646,47.45470047,975
GLO,EGBJ,Gloucestershire Airport,GB,"Staverton, Gloucestershire",51.894199,-2.16722,101
GLS,KGLS,Scholes International At Galveston Airport,US,Galveston,29.265301,-94.860397,6
GLT,YGLA,Gladstone Airport,AU,Gladstone,-23.869763,151.225439,64
GLU,VQGP,Gelephu Airport,BT,Gelephu,26.88456,90.46412,980
GLV,PAGL,Golovin Airport,US,Golovin,64.550499,-163.007004,59
GLZ,EHGR,Gilze Rijen Air Base,NL,Rijen,51.567402,4.93183,49
GMA,FZFK,Gemena Airport,CD,Gemena,3.23537,19.771299,1378
GMB,HAGM,Gambela Airport,ET,Gambela,8.12876,34.563099,1614
GME,UMGG,Gomel Airport,BY,Gomel,52.527000427246094,31.016700744628906,472
GMI,AYGT,Gasmata Island Airport,PG,Gasmata Island,-6.27111005783,150.330993652,23
GMO,DNGO,Gombe Lawanti International Airport,NG,Gombe,10.298889,10.9,1590
GMP,RKSS,Seoul Gimpo International Airport,KR,Seoul,37.5583,126.791,59
GMQ,ZLGL,Golog Maqên Airport,CN,Golog (Maqên),34.418066,100.301144,12426
GMR,NTGJ,Totegegie Airport,PF,,-23.07990074157715,-134.88999938964844,7
GMU,KGMU,Greenville Downtown Airport,US,Greenville,34.847903,-82.350217,1048
GMZ,GCGM,La Gomera Airport,ES,"Alajero, La Gomera Island",28.0296,-17.2146,716
GNA,UMMG,Hrodna Airport,BY,Hrodna,53.602001,24.053801,443
GNB,LFLS,Grenoble Alpes Isère Airport,FR,Grenoble,45.3629,5.32937,1302
GND,TGPY,Maurice Bishop International Airport,GD,Saint George's,12.003996,-61.785302,41
GNJ,UBBG,Ganja International Airport,AZ,Ganja,40.738692,46.320383,1083
GNS,WIMB,Binaka Airport,ID,Gunungsitoli,1.166275,97.705196,20
GNU,GNU,Goodnews Airport,US,Goodnews,59.117561,-161.575241,15
GNV,KGNV,Gainesville Regional Airport,US,Gainesville,29.6900997162,-82.2717971802,152
GNY,LTCS,Şanlıurfa GAP Airport,TR,Şanlıurfa,37.445663,38.895592,2708
GOA,LIMJ,Genoa Cristoforo Colombo Airport,IT,Genova (GE),44.412039,8.840732,13
GOH,BGGH,Nuuk International Airport,GL,Nuuk,64.191066,-51.67914,283
GOI,VOGO,Goa Dabolim International Airport,IN,Vasco da Gama,15.380062,73.833328,150
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,RU,Nizhny Novgorod,56.227351,43.785152,256
GOM,FZNA,Goma International Airport,CD,Goma,-1.666758,29.238037,5089
GON,KGON,Groton New London Airport,US,Groton,41.330101,-72.045097,9
GOP,VEGK,Gorakhpur Airport,IN,Gorakhpur,26.739700317399997,83.4496994019,259
GOQ,ZLGM,Golmud Airport,CN,Golmud,36.4006,94.786102,9334
GOT,ESGG,Göteborg Landvetter Airport,SE,Göteborg,57.6628,12.2798,506
GOU,FKKR,Garoua International Airport,CM,Garoua,9.334785,13.372129,794
GOV,YPGV,Gove Airport,AU,Nhulunbuy,-12.269399642899998,136.817993164,192
GOX,VOGA,Manohar International Airport,IN,Mopa,15.744257,73.860625,552
GOY,UNIT,Tura Mountain Airport,RU,Tura,64.333511,100.432892,2044
GOZ,LBGO,Gorna Oryahovitsa Airport,BG,Gorna Oryahovitsa,43.151402,25.7129,285
GPA,LGRX,Patras Araxos Agamemnon Airport,GR,Patras,38.1511,21.4256,46
GPI,SKGP,Guapi Airport,CO,Guapi,2.57013,-77.897969,164
GPL,MRGP,Guapiles Airport,CR,Pococi,10.2172002792,-83.79699707030001,883
GPN,YGPT,Garden Point Airport,AU,Pirlangimpi,-11.399686,130.425568,90
GPO,SAZG,General Pico Airport,AR,General Pico,-35.696201,-63.758301,459
GPS,SEGS,Seymour Galapagos Ecological Airport,EC,Isla Baltra,-0.453758,-90.2659,207
GPT,KGPT,Gulfport Biloxi International Airport,US,Gulfport,30.405582,-89.069836,28
GRB,KGRB,Austin Straubel International Airport,US,Green Bay,44.483459,-88.130805,695
GRF,KGRF,Gray Army Air Field,US,Fort Lewis/Tacoma,47.07920074,-122.5810013,300
GRI,KGRI,Central Nebraska Regional Airport,US,Grand Island,40.967498779296875,-98.30960083007812,1847
GRJ,FAGG,George Airport,ZA,George,-34.0056,22.378902,648
GRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,US,Fort Cavazos,31.0672,-97.828903,1015
GRO,LEGE,Girona-Costa Brava Airport,ES,Girona,41.904639,2.761774,468
GRQ,EHGG,Groningen Airport Eelde,NL,Groningen,53.119107,6.577652,17
GRR,KGRR,Gerald R. Ford International Airport,US,Grand Rapids,42.880798,-85.522797,794
GRS,LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,IT,Grosseto (GR),42.759701,11.0719,17
GRU,SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,BR,São Paulo,-23.431274,-46.469954,2461
GRV,URMG,Akhmat Kadyrov Grozny International Airport,RU,Grozny,43.388106,45.699772,548
GRW,LPGR,Graciosa Airport,PT,Santa Cruz da Graciosa,39.092201232910156,-28.029800415039062,86
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,ES,Granada,37.188702,-3.77736,1860
GRY,BIGR,Grímsey Airport,IS,Grímsey/Sandvík,66.5458,-18.0173,66
GRZ,LOWG,Graz Airport,AT,Feldkirchen bei Graz,46.9911,15.4396,1115
GSB,KGSB,Seymour Johnson Air Force Base,US,Goldsboro,35.339401,-77.960602,109
GSE,ESGP,Säve Airport,SE,Göteborg,57.7747,11.8704,59
GSJ,MGSJ,San José Airport,GT,Puerto San José,13.9362,-90.8358,29
GSM,OIKQ,Qeshm International Airport,IR,Qeshm(Dayrestan),26.754639,55.902353,45
GSO,KGSO,Piedmont Triad International Airport,US,Greensboro,36.09937,-79.937262,925
GSP,KGSP,Greenville-Spartanburg International Airport,US,Greenville/Greer/Spartanburg,34.895699,-82.218903,964
GST,PAGS,Gustavus Airport,US,Gustavus,58.4253006,-135.7070007,35
GSV,UWSG,Gagarin International Airport,RU,Saratov,51.712778,46.171111,103
GTA,AGOK,Gatokae Aerodrome,SB,Gatokae,-8.738358,158.202836,70
GTE,YGTE,Groote Eylandt Airport,AU,Groote Eylandt,-13.972405,136.458553,53
GTF,KGTF,Great Falls International Airport,US,Great Falls,47.481998,-111.371002,3680
GTN,NZGT,Glentanner Airport,NZ,Glentanner Station,-43.906700134277344,170.1280059814453,1824
GTO,WAMG,Jalaluddin Airport,ID,Gorontalo,0.637119,122.849998,105
GTR,KGTR,Golden Triangle Regional Airport,US,Columbus/W Point/Starkville,33.450298,-88.5914,264
GUA,MGGT,La Aurora International Airport,GT,Guatemala City,14.582896,-90.527515,4952
GUB,MMGR,Guerrero Negro Airport,MX,San Quintín,28.0261,-114.024002,59
GUC,KGUC,Gunnison Crested Butte Regional Airport,US,Gunnison,38.534672,-106.934566,7680
GUH,YGDH,Gunnedah Airport,AU,,-30.957511,150.248981,863
GUI,SVGI,Guiria Airport,VE,,10.574077606200001,-62.3126678467,42
GUJ,SBGW,Edu Chaves Field,BR,Guaratinguetá,-22.791599,-45.2048,1761
GUL,YGLB,Goulburn Airport,AU,,-34.810298919677734,149.7259979248047,2141
GUM,PGUM,Antonio B. Won Pat International Airport,GU,Hagåtña,13.485,144.797282,298
GUP,KGUP,Gallup Municipal Airport,US,Gallup,35.511653,-108.788166,6472
GUQ,SVGU,Guanare Airport,VE,Guanare,9.026944,-69.75515,606
GUR,AYGN,Gurney Airport,PG,Gurney,-10.3114995956,150.333999634,88
GUS,KGUS,Grissom Air Reserve Base,US,Peru,40.648102,-86.1521,812
GUW,UATG,Atyrau International Airport,KZ,Atyrau,47.121318,51.820343,-72
GUY,KGUY,Guymon Municipal Airport,US,Guymon,36.6851005554,-101.508003235,3123
GUZ,SNGA,Guarapari Airport,BR,Guarapari,-20.6465,-40.491901,30
GVA,LSGG,Geneva International Airport,CH,Geneva,46.238098,6.10895,1411
GVN,UHKM,Sovetskaya Gavan (Maygatka) Airport,RU,Sovetskaya Gavan,48.925067,140.035348,768
GVR,SBGV,Coronel Altino Machado Airport,BR,Governador Valadares,-18.895882,-41.982869,561
GWD,OPGW,New Gwadar International Airport,PK,Gurandani,25.296733,62.498822,61
GWE,FVTL,Josiah Tungamirai Air Force Base,ZW,Gweru,-19.436718,29.861945,4680
GWL,VIGR,Gwalior Airport,IN,Gwalior,26.29330062866211,78.22779846191406,617
GWO,KGWO,Greenwood–Leflore Airport,US,Greenwood,33.495025,-90.088204,162
GWT,EDXW,Westerland Sylt Airport,DE,Sylt,54.9132,8.34047,51
GXF,OYSY,Seiyun Hadhramaut International Airport,YE,Seiyun,15.965887,48.788146,2097
GXG,FNNG,Negage Airport,AO,Negage,-7.754509925842285,15.287699699401855,4105
GXH,ZLXH,Gannan Xiahe Airport,CN,Gannan (Xiahe),34.819014,102.622261,10510
GXQ,SCCY,Teniente Vidal Airport,CL,Coyhaique,-45.5942,-72.106102,1020
GYA,SLGM,Guayaramerín Airport,BO,Guayaramerín,-10.88856,-65.380955,456
GYD,UBBB,Heydar Aliyev International Airport,AZ,Baku,40.47278,50.050931,10
GYE,SEGU,José Joaquín de Olmedo International Airport,EC,Guayaquil,-2.15742,-79.883598,19
GYG,UEMM,Magan Airport,RU,Magan,62.103484,129.545288,577
GYI,HRYG,Gisenyi Airport,RW,Gisenyi,-1.6772,29.2589,5082
GYM,MMGM,General José María Yáñez International Airport,MX,Guaymas,27.9689998626709,-110.92500305175781,59
GYN,SBGO,Santa Genoveva International Airport,BR,Goiânia,-16.632,-49.220699,2450
GYS,ZUGU,Guangyuan Panlong Airport,CN,Guangyuan (Lizhou),32.390254,105.694571,
GYU,ZLGY,Guyuan Liupanshan Airport,CN,Guyuan (Yuanzhou),36.078889,106.216944,5727
GYY,KGYY,Gary/Chicago International Airport,US,Gary,41.617087,-87.413206,591
GYZ,YGRM,Gruyere Airport,AU,Cosmo Newbery,-28.034548,123.81506,1542
GZG,ZUGZ,Garze Gesar Airport,CN,Garzê (Garzê),31.7575,99.554167,13346
GZO,AGGN,Nusatupe Airport,SB,Gizo,-8.09778022766,156.863998413,13
GZP,LTFG,Gazipaşa-Alanya Airport,TR,Gazipaşa,36.298832,32.297017,92
GZT,LTAJ,Gaziantep Oğuzeli International Airport,TR,Gaziantep,36.947201,37.478699,2315
GZW,OIIK,Qazvin Airport,IR,Qazvin,36.240101,50.0471,4184
HAA,ENHK,Hasvik Airport,NO,Hasvik,70.486702,22.1397,21
HAC,RJTH,Hachijojima Airport,JP,Hachijojima,33.114843,139.785645,303
HAD,ESMT,Halmstad Airport,SE,Halmstad,56.69110107421875,12.820199966430664,101
HAH,FMCH,Prince Said Ibrahim International Airport,KM,Moroni,-11.5337,43.2719,93
HAJ,EDDV,Hannover Airport,DE,Hannover,52.461102,9.68508,183
HAK,ZJHK,Haikou Meilan International Airport,CN,Haikou (Meilan),19.9349,110.459,75
HAL,FYHI,Halali Airport,NA,Halali,-19.0285,16.4585,3639
HAM,EDDH,Hamburg Helmut Schmidt Airport,DE,Hamburg,53.630402,9.98823,53
HAN,VVNB,Noi Bai International Airport,VN,Hanoi (Soc Son),21.221201,105.806999,39
HAQ,VRMH,Hanimaadhoo International Airport,MV,Haa Dhaalu Atoll,6.743235,73.167072,4
HAS,OEHL,Hail International Airport,SA,Hail,27.437901,41.686298,3331
HAU,ENHD,"Haugesund Airport, Karmøy",NO,Karmøy,59.345299,5.20836,86
HAV,MUHA,José Martí International Airport,CU,Havana,22.989200592041016,-82.40910339355469,210
HAW,EGFE,Haverfordwest Airport,GB,Haverfordwest,51.833099365234375,-4.9611101150512695,159
HBA,YMHB,Hobart International Airport,AU,Hobart (Cambridge),-42.837032,147.513022,13
HBE,HEAX,Alexandria International Airport,EG,Alexandria,30.93249,29.696437,171
HBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,US,Hattiesburg,31.26479912,-89.25279999,151
HBQ,ZLHB,Haibei Qilian Airport,CN,Haibei (Qilian),38.008068,100.645065,10377
HBR,KHBR,Hobart Regional Airport,US,Hobart,34.991317,-99.051313,1563
HBX,VOHB,Hubballi Airport,IN,Hubballi,15.361084,75.082096,2171
HCJ,ZGHC,Hechi Jinchengjiang Airport,CN,Hechi (Jinchengjiang),24.804344,107.710819,2221
HCN,RCKW,Hengchun Airport,TW,Hengchun,22.0411,120.730003,46
HCQ,YHLC,Halls Creek Airport,AU,,-18.2339,127.669998,1346
HCR,PAHC,Holy Cross Airport,US,Holy Cross,62.18830108642578,-159.77499389648438,70
HCZ,ZGCZ,Chenzhou Beihu Airport,CN,Chenzhou,25.753419,112.845404,1071
HDD,OPKD,Hyderabad Airport,PK,Hyderabad,25.3181,68.366096,130
HDF,EDAH,Heringsdorf Airport,DE,Zirchow,53.8787,14.1523,94
HDG,ZBHD,Handan Airport,CN,Handan,36.524824,114.424126,229
HDK,VRBK,Kulhudhuffushi Airport,MV,Kulhudhuffushi,6.630762,73.067815,
HDM,OIHH,Hamadan Airport,IR,Hamadan,34.866416,48.56069,5755
HDN,KHDN,Yampa Valley Airport,US,Hayden,40.481201,-107.218002,6606
HDO,VIDX,Hindon Airport / Hindon Air Force Station,IN,Ghaziabad,28.707701,77.358902,700
HDS,FAHS,Eastgate Airport / Air Force Base Hoedspruit,ZA,Hoedspruit,-24.361864,31.052921,1801
HDY,VTSS,Hat Yai International Airport,TH,Hat Yai,6.93321,100.392998,90
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,AF,Guzara,34.209999,62.228298,3206
HEH,VYHH,Heho Airport,MM,Heho,20.74714,96.792029,3858
HEI,EDXB,Heide-Büsum Airport,DE,Oesterdeichstrich,54.153332,8.901667,7
HEK,ZYHE,Heihe Aihui Airport,CN,Heihe,50.171621,127.308884,1047
HEL,EFHK,Helsinki Vantaa Airport,FI,Helsinki (Vantaa),60.318363,24.963341,179
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,GR,Heraklion,35.339699,25.1803,115
HET,ZBHH,Hohhot Baita International Airport,CN,Hohhot,40.849658,111.824598,3556
HFA,LLHA,Uri Michaeli Haifa International Airport,IL,Haifa,32.810219,35.043719,28
HFD,KHFD,Hartford Brainard Airport,US,Hartford,41.736698150635,-72.649398803711,18
HFE,ZSOF,Hefei Xinqiao International Airport,CN,Hefei,31.98779,116.9769,207
HFN,BIHN,Hornafjörður Airport,IS,Höfn,64.295601,-15.2272,24
HFS,ESOH,Hagfors Airport,SE,Råda,60.0201,13.5789,474
HFT,ENHF,Hammerfest Airport,NO,Hammerfest,70.679703,23.6686,266
HGA,HCMH,Egal International Airport,SO,Hargeisa,9.514082,44.083469,4471
HGD,YHUG,Hughenden Airport,AU,Hughenden,-20.815001,144.225006,1043
HGH,ZSHC,Hangzhou Xiaoshan International Airport,CN,Hangzhou,30.23609,120.428865,23
HGI,VEHO,Itanagar Donyi Polo Hollongi Airport,IN,Hollongi,26.96683,93.638792,328
HGL,EDXH,Helgoland-Düne Airport,DE,Helgoland,54.18528,7.915833,8
HGN,VTCH,Mae Hong Son Airport,TH,Mae Hong Son,19.3013,97.9758,929
HGO,DIKO,Korhogo Airport,CI,Korhogo,9.38718,-5.55666,1214
HGR,KHGR,Hagerstown Regional Richard A Henson Field,US,Hagerstown,39.708771,-77.728014,703
HGU,AYMH,Mount Hagen Kagamuga Airport,PG,Mount Hagen,-5.828212,144.299412,5388
HHE,RJSH,JMSDF Hachinohe Air Base / Hachinohe Airport,JP,Hachinohe,40.551181,141.465428,152
HHH,KHXD,Hilton Head Airport,US,Hilton Head Island,32.2244,-80.697502,19
HHN,EDFH,Frankfurt-Hahn Airport,DE,Frankfurt am Main (Lautzenhausen),49.946353,7.261734,1649
HHQ,VTPH,Hua Hin Airport,TH,Hua Hin,12.6361999512,99.951499939,62
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,US,Hawthorne,33.922798,-118.334999,66
HHZ,NTGH,Hikueru Airport,PF,Hikueru,-17.548297,-142.612037,12
HIA,ZSSH,Huai'an Lianshui Airport,CN,Huai'an,33.792712,119.126657,28
HIB,KHIB,Range Regional Airport,US,Hibbing,47.384831,-92.836905,1354
HID,YHID,Horn Island Airport,AU,Horn,-10.585636,142.29277,43
HIF,KHIF,Hill Air Force Base,US,Ogden,41.12403,-111.973086,4789
HII,KHII,Lake Havasu City Airport,US,Lake Havasu City,34.570506,-114.357745,783
HIJ,RJOA,Hiroshima Airport,JP,Hiroshima,34.4361,132.919006,1088
HIL,HASL,Shilavo Airport,ET,Shilavo,6.077545,44.763736,1296
HIM,VCCH,Hingurakgoda Air Force Base,LK,Polonnaruwa Town,8.04981,80.9814,170
HIN,RKPS,Sacheon Airport / Sacheon Air Base,KR,Sacheon,35.088591,128.071747,25
HIO,KHIO,Portland Hillsboro Airport,US,Portland,45.540401,-122.949997,208
HIR,AGGH,Honiara International Airport,SB,Honiara,-9.428,160.054993,28
HJB,ZWHJ,Hejing Bayinbuluke Airport,CN,Hejing,42.976395,83.995543,8219
HJJ,ZGCJ,Huaihua Zhijiang Airport,CN,Huaihua,27.443087,109.704666,882
HJR,VEKO,Khajuraho Airport,IN,Khajuraho,24.8172,79.918602,728
HKD,RJCH,Hakodate Airport,JP,Hakodate,41.77,140.822006,151
HKG,VHHH,Hong Kong International Airport,HK,Hong Kong,22.31184,113.914862,28
HKK,NZHK,Hokitika Airfield,NZ,,-42.713600158691406,170.98500061035156,146
HKN,AYHK,Hoskins Airport,PG,Kimbe,-5.463846,150.407327,66
HKT,VTSP,Phuket International Airport,TH,Phuket,8.113257,98.3174,82
HKY,KHKY,Hickory Regional Airport,US,Hickory,35.74110031,-81.38950348,1190
HLA,FALA,Lanseria International Airport,ZA,Johannesburg,-25.938964,27.926642,4517
HLD,ZBLA,Hulunbuir Hailar Airport,CN,Hailar,49.208616,119.822301,2169
HLE,FHSH,Saint Helena International Airport,SH,Jamestown,-15.958898,-5.646066,1017
HLG,KHLG,Wheeling Ohio County Airport,US,Wheeling,40.1749992371,-80.6463012695,1195
HLH,ZBUL,Ulanhot Yilelite Airport,CN,Ulanhot,46.195333,122.008333,
HLN,KHLN,Helena Regional Airport,US,Helena,46.6068,-111.983002,3877
HLP,WIHH,Halim Perdanakusuma International Airport,ID,Jakarta,-6.266989,106.890318,84
HLT,YHML,Hamilton Airport,AU,,-37.64889907836914,142.06500244140625,803
HLZ,NZHN,Hamilton International Airport,NZ,Hamilton,-37.866961,175.331952,172
HMA,USHH,Khanty Mansiysk Airport,RU,Khanty-Mansiysk,61.0285,69.086098,76
HMB,HESG,Suhaj International Airport,EG,Suhaj,26.342515,31.743017,322
HME,DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,DZ,Hassi Messaoud,31.673,6.14044,463
HMI,ZWHM,Hami Airport,CN,Hami,42.8414,93.669197,2703
HMJ,UKLH,Khmelnytskyi Airport,UA,Khmelnytskyi,49.359699,26.933399,1150
HMN,KHMN,Holloman Air Force Base,US,Alamogordo,32.852501,-106.107002,4093
HMO,MMHO,General Ignacio L. Pesqueira International Airport,MX,Hermosillo,29.092811,-111.053015,627
HMS,WAGB,Haji Muhammad Sidik Airport,ID,Muara Teweh,-1.02581,114.92881,145
HMV,ESUT,Hemavan Airport,SE,Hemavan,65.806099,15.0828,1503
HNA,RJSI,Iwate Hanamaki Airport,JP,Hanamaki,39.4286,141.134995,297
HND,RJTT,Tokyo Haneda International Airport,JP,Tokyo,35.549678,139.786958,35
HNG,ZLHN,Hainanzhou Gonghe Airport,CN,Hainan (Gonghe),36.3367,100.480003,10052
